Nacional;Comunidades y Ciudades Autónomas;Covid-19;Sexo;Semana de defunción;Total
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM38;315
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM39;325
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM40;306
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM41;371
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM42;344
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM43;393
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM44;327
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM45;350
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM46;361
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM47;421
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM48;401
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM49;367
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM50;446
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM51;401
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM52;384
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM53;370
Total Nacional;08 Castilla - La Mancha;Total;Hombres;Total;10.527
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM01;59
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM02;226
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM03;229
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM04;250
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM05;277
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM06;252
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM07;233
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM08;188
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM09;181
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM10;203
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM11;161
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM12;183
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM13;177
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM14;191
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM15;210
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM16;199
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM17;171
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM18;204
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM19;199
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM20;212
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM21;201
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM22;183
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM23;189
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM24;192
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM25;244
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM26;190
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM27;204
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM28;214
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM29;262
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM30;262
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM31;251
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM32;224
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM33;225
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM34;187
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM35;195
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM36;194
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM37;161
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM38;148
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM39;187
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM40;147
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM41;176
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM42;169
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM43;180
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM44;167
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM45;186
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM46;194
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM47;214
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM48;199
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM49;193
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM50;225
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM51;204
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM52;193
Total Nacional;08 Castilla - La Mancha;Total;Hombres;2021SM53;162
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;Total;10.371
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM01;54
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM02;199
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM03;217
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM04;242
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM05;223
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM06;222
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM07;250
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM08;189
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM09;189
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM10;172
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM11;167
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM12;202
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM13;144
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM14;187
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM15;193
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM16;216
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM17;194
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM18;191
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM19;198
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM20;185
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM21;227
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM22;180
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM23;179
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM24;189
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM25;234
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM26;216
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM27;205
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM28;230
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM29;267
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM30;297
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM31;253
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM32;248
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM33;216
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM34;155
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM35;183
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM36;180
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM37;140
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM38;167
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM39;138
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM40;159
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM41;195
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM42;175
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM43;213
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM44;160
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM45;164
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM46;167
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM47;207
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM48;202
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM49;174
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM50;221
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM51;197
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM52;191
Total Nacional;08 Castilla - La Mancha;Total;Mujeres;2021SM53;208
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;Total;1.470
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM01;8
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM02;41
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM03;66
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM04;78
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM05;90
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM06;80
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM07;62
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM08;41
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM09;18
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM10;17
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM11;13
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM12;24
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM13;11
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM14;15
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM15;13
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM16;10
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM17;8
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM18;20
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM19;29
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM20;28
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM21;47
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM22;29
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM23;18
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM24;32
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM25;38
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM26;38
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM27;60
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM28;52
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM29;79
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM30;70
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM31;51
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM32;44
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM33;33
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM34;25
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM35;16
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM36;13
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM37;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM38;11
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM39;11
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM40;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM41;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM42;13
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM43;10
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM44;6
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM45;10
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM46;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM47;11
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM48;9
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM49;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM50;12
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM51;9
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM52;9
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Total;2021SM53;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;Total;788
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM01;3
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM02;28
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM03;34
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM04;35
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM05;51
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM06;47
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM07;33
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM08;20
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM09;6
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM10;6
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM11;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM12;15
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM13;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM14;10
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM15;6
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM16;5
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM17;7
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM18;14
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM19;15
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM20;17
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM21;25
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM22;18
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM23;10
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM24;18
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM25;20
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM26;24
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM27;31
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM28;29
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM29;37
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM30;34
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM31;28
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM32;25
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM33;20
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM34;18
Total Nacional;08 Castilla - La Mancha;Covid-19 Virus identificado;Hombres;2021SM35;7
