Nacional;Comunidades y Ciudades Autónomas;Covid-19;Sexo;Semana de defunción;Total
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM21;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM22;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM23;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM24;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM25;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM26;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM27;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM28;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM29;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM30;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM31;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM32;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM33;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM34;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM35;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM36;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM37;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM38;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM39;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM40;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM41;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM42;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM43;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM44;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM45;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM46;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM47;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM48;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM49;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM50;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM51;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM52;0
Total Nacional;15 Navarra, Comunidad Foral de;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM53;0
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;Total;5.831
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM01;49
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM02;110
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM03;108
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM04;109
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM05;119
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM06;115
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM07;115
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM08;108
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM09;105
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM10;112
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM11;103
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM12;116
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM13;114
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM14;125
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM15;107
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM16;82
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM17;96
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM18;116
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM19;104
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM20;122
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM21;103
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM22;93
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM23;103
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM24;89
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM25;119
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM26;123
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM27;104
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM28;113
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM29;126
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM30;146
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM31;112
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM32;131
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM33;131
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM34;99
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM35;90
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM36;90
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM37;99
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM38;106
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM39;98
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM40;119
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM41;88
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM42;118
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM43;110
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM44;116
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM45;101
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM46;109
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM47;127
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM48;110
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM49;128
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM50;132
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM51;126
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM52;123
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Total;2021SM53;114
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;Total;2.986
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM01;15
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM02;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM03;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM04;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM05;63
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM06;55
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM07;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM08;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM09;55
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM10;50
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM11;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM12;62
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM13;59
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM14;57
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM15;59
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM16;36
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM17;40
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM18;50
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM19;59
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM20;64
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM21;51
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM22;46
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM23;55
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM24;51
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM25;67
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM26;72
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM27;60
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM28;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM29;71
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM30;78
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM31;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM32;66
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM33;62
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM34;40
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM35;37
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM36;48
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM37;65
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM38;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM39;51
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM40;68
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM41;50
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM42;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM43;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM44;60
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM45;47
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM46;52
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM47;69
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM48;50
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM49;71
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM50;65
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM51;68
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM52;60
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Hombres;2021SM53;64
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;Total;2.845
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM01;34
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM02;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM03;50
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM04;55
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM05;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM06;60
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM07;57
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM08;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM09;50
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM10;62
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM11;47
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM12;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM13;55
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM14;68
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM15;48
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM16;46
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM17;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM18;66
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM19;45
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM20;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM21;52
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM22;47
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM23;48
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM24;38
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM25;52
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM26;51
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM27;44
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM28;57
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM29;55
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM30;68
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM31;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM32;65
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM33;69
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM34;59
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM35;53
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM36;42
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM37;34
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM38;52
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM39;47
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM40;51
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM41;38
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM42;62
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM43;52
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM44;56
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM45;54
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM46;57
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM47;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM48;60
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM49;57
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM50;67
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM51;58
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM52;63
Total Nacional;15 Navarra, Comunidad Foral de;Otras causas;Mujeres;2021SM53;50
Total Nacional;16 País Vasco;Total;Total;Total;23.925
Total Nacional;16 País Vasco;Total;Total;2021SM01;139
Total Nacional;16 País Vasco;Total;Total;2021SM02;552
Total Nacional;16 País Vasco;Total;Total;2021SM03;582
Total Nacional;16 País Vasco;Total;Total;2021SM04;499
Total Nacional;16 País Vasco;Total;Total;2021SM05;533
Total Nacional;16 País Vasco;Total;Total;2021SM06;551
Total Nacional;16 País Vasco;Total;Total;2021SM07;528
Total Nacional;16 País Vasco;Total;Total;2021SM08;465
Total Nacional;16 País Vasco;Total;Total;2021SM09;478
Total Nacional;16 País Vasco;Total;Total;2021SM10;452
Total Nacional;16 País Vasco;Total;Total;2021SM11;465
Total Nacional;16 País Vasco;Total;Total;2021SM12;445
Total Nacional;16 País Vasco;Total;Total;2021SM13;473
Total Nacional;16 País Vasco;Total;Total;2021SM14;428
Total Nacional;16 País Vasco;Total;Total;2021SM15;454
Total Nacional;16 País Vasco;Total;Total;2021SM16;512
Total Nacional;16 País Vasco;Total;Total;2021SM17;412
Total Nacional;16 País Vasco;Total;Total;2021SM18;433
Total Nacional;16 País Vasco;Total;Total;2021SM19;408
Total Nacional;16 País Vasco;Total;Total;2021SM20;466
Total Nacional;16 País Vasco;Total;Total;2021SM21;495
Total Nacional;16 País Vasco;Total;Total;2021SM22;382
Total Nacional;16 País Vasco;Total;Total;2021SM23;424
Total Nacional;16 País Vasco;Total;Total;2021SM24;413
Total Nacional;16 País Vasco;Total;Total;2021SM25;471
Total Nacional;16 País Vasco;Total;Total;2021SM26;421
Total Nacional;16 País Vasco;Total;Total;2021SM27;424
Total Nacional;16 País Vasco;Total;Total;2021SM28;420
Total Nacional;16 País Vasco;Total;Total;2021SM29;562
Total Nacional;16 País Vasco;Total;Total;2021SM30;630
Total Nacional;16 País Vasco;Total;Total;2021SM31;476
Total Nacional;16 País Vasco;Total;Total;2021SM32;426
Total Nacional;16 País Vasco;Total;Total;2021SM33;482
Total Nacional;16 País Vasco;Total;Total;2021SM34;373
Total Nacional;16 País Vasco;Total;Total;2021SM35;418
Total Nacional;16 País Vasco;Total;Total;2021SM36;410
Total Nacional;16 País Vasco;Total;Total;2021SM37;382
Total Nacional;16 País Vasco;Total;Total;2021SM38;456
Total Nacional;16 País Vasco;Total;Total;2021SM39;384
Total Nacional;16 País Vasco;Total;Total;2021SM40;396
Total Nacional;16 País Vasco;Total;Total;2021SM41;434
Total Nacional;16 País Vasco;Total;Total;2021SM42;435
Total Nacional;16 País Vasco;Total;Total;2021SM43;459
Total Nacional;16 País Vasco;Total;Total;2021SM44;449
Total Nacional;16 País Vasco;Total;Total;2021SM45;438
Total Nacional;16 País Vasco;Total;Total;2021SM46;395
Total Nacional;16 País Vasco;Total;Total;2021SM47;448
Total Nacional;16 País Vasco;Total;Total;2021SM48;414
Total Nacional;16 País Vasco;Total;Total;2021SM49;433
Total Nacional;16 País Vasco;Total;Total;2021SM50;467
Total Nacional;16 País Vasco;Total;Total;2021SM51;522
Total Nacional;16 País Vasco;Total;Total;2021SM52;482
Total Nacional;16 País Vasco;Total;Total;2021SM53;429
Total Nacional;16 País Vasco;Total;Hombres;Total;11.680
Total Nacional;16 País Vasco;Total;Hombres;2021SM01;71
Total Nacional;16 País Vasco;Total;Hombres;2021SM02;270
Total Nacional;16 País Vasco;Total;Hombres;2021SM03;271
Total Nacional;16 País Vasco;Total;Hombres;2021SM04;241
Total Nacional;16 País Vasco;Total;Hombres;2021SM05;265
Total Nacional;16 País Vasco;Total;Hombres;2021SM06;282
Total Nacional;16 País Vasco;Total;Hombres;2021SM07;259
Total Nacional;16 País Vasco;Total;Hombres;2021SM08;219
Total Nacional;16 País Vasco;Total;Hombres;2021SM09;258
Total Nacional;16 País Vasco;Total;Hombres;2021SM10;216
Total Nacional;16 País Vasco;Total;Hombres;2021SM11;229
Total Nacional;16 País Vasco;Total;Hombres;2021SM12;221
Total Nacional;16 País Vasco;Total;Hombres;2021SM13;213
Total Nacional;16 País Vasco;Total;Hombres;2021SM14;215
Total Nacional;16 País Vasco;Total;Hombres;2021SM15;211
Total Nacional;16 País Vasco;Total;Hombres;2021SM16;273
Total Nacional;16 País Vasco;Total;Hombres;2021SM17;209
Total Nacional;16 País Vasco;Total;Hombres;2021SM18;215
Total Nacional;16 País Vasco;Total;Hombres;2021SM19;205
Total Nacional;16 País Vasco;Total;Hombres;2021SM20;225
Total Nacional;16 País Vasco;Total;Hombres;2021SM21;249
Total Nacional;16 País Vasco;Total;Hombres;2021SM22;180
Total Nacional;16 País Vasco;Total;Hombres;2021SM23;201
Total Nacional;16 País Vasco;Total;Hombres;2021SM24;179
Total Nacional;16 País Vasco;Total;Hombres;2021SM25;232
Total Nacional;16 País Vasco;Total;Hombres;2021SM26;211
Total Nacional;16 País Vasco;Total;Hombres;2021SM27;213
Total Nacional;16 País Vasco;Total;Hombres;2021SM28;214
Total Nacional;16 País Vasco;Total;Hombres;2021SM29;272
Total Nacional;16 País Vasco;Total;Hombres;2021SM30;262
Total Nacional;16 País Vasco;Total;Hombres;2021SM31;213
Total Nacional;16 País Vasco;Total;Hombres;2021SM32;221
Total Nacional;16 País Vasco;Total;Hombres;2021SM33;229
Total Nacional;16 País Vasco;Total;Hombres;2021SM34;189
Total Nacional;16 País Vasco;Total;Hombres;2021SM35;203
Total Nacional;16 País Vasco;Total;Hombres;2021SM36;181
Total Nacional;16 País Vasco;Total;Hombres;2021SM37;186
Total Nacional;16 País Vasco;Total;Hombres;2021SM38;224
Total Nacional;16 País Vasco;Total;Hombres;2021SM39;187
Total Nacional;16 País Vasco;Total;Hombres;2021SM40;202
Total Nacional;16 País Vasco;Total;Hombres;2021SM41;223
Total Nacional;16 País Vasco;Total;Hombres;2021SM42;215
Total Nacional;16 País Vasco;Total;Hombres;2021SM43;235
Total Nacional;16 País Vasco;Total;Hombres;2021SM44;228
Total Nacional;16 País Vasco;Total;Hombres;2021SM45;217
Total Nacional;16 País Vasco;Total;Hombres;2021SM46;189
Total Nacional;16 País Vasco;Total;Hombres;2021SM47;227
Total Nacional;16 País Vasco;Total;Hombres;2021SM48;205
Total Nacional;16 País Vasco;Total;Hombres;2021SM49;205
Total Nacional;16 País Vasco;Total;Hombres;2021SM50;229
Total Nacional;16 País Vasco;Total;Hombres;2021SM51;266
Total Nacional;16 País Vasco;Total;Hombres;2021SM52;212
Total Nacional;16 País Vasco;Total;Hombres;2021SM53;213
Total Nacional;16 País Vasco;Total;Mujeres;Total;12.245
Total Nacional;16 País Vasco;Total;Mujeres;2021SM01;68
Total Nacional;16 País Vasco;Total;Mujeres;2021SM02;282
Total Nacional;16 País Vasco;Total;Mujeres;2021SM03;311
Total Nacional;16 País Vasco;Total;Mujeres;2021SM04;258
Total Nacional;16 País Vasco;Total;Mujeres;2021SM05;268
Total Nacional;16 País Vasco;Total;Mujeres;2021SM06;269
Total Nacional;16 País Vasco;Total;Mujeres;2021SM07;269
Total Nacional;16 País Vasco;Total;Mujeres;2021SM08;246
Total Nacional;16 País Vasco;Total;Mujeres;2021SM09;220
Total Nacional;16 País Vasco;Total;Mujeres;2021SM10;236
Total Nacional;16 País Vasco;Total;Mujeres;2021SM11;236
Total Nacional;16 País Vasco;Total;Mujeres;2021SM12;224
Total Nacional;16 País Vasco;Total;Mujeres;2021SM13;260
Total Nacional;16 País Vasco;Total;Mujeres;2021SM14;213
Total Nacional;16 País Vasco;Total;Mujeres;2021SM15;243
Total Nacional;16 País Vasco;Total;Mujeres;2021SM16;239
Total Nacional;16 País Vasco;Total;Mujeres;2021SM17;203
Total Nacional;16 País Vasco;Total;Mujeres;2021SM18;218
Total Nacional;16 País Vasco;Total;Mujeres;2021SM19;203
Total Nacional;16 País Vasco;Total;Mujeres;2021SM20;241
Total Nacional;16 País Vasco;Total;Mujeres;2021SM21;246
Total Nacional;16 País Vasco;Total;Mujeres;2021SM22;202
Total Nacional;16 País Vasco;Total;Mujeres;2021SM23;223
Total Nacional;16 País Vasco;Total;Mujeres;2021SM24;234
Total Nacional;16 País Vasco;Total;Mujeres;2021SM25;239
Total Nacional;16 País Vasco;Total;Mujeres;2021SM26;210
Total Nacional;16 País Vasco;Total;Mujeres;2021SM27;211
Total Nacional;16 País Vasco;Total;Mujeres;2021SM28;206
Total Nacional;16 País Vasco;Total;Mujeres;2021SM29;290
Total Nacional;16 País Vasco;Total;Mujeres;2021SM30;368
Total Nacional;16 País Vasco;Total;Mujeres;2021SM31;263
Total Nacional;16 País Vasco;Total;Mujeres;2021SM32;205
Total Nacional;16 País Vasco;Total;Mujeres;2021SM33;253
Total Nacional;16 País Vasco;Total;Mujeres;2021SM34;184
Total Nacional;16 País Vasco;Total;Mujeres;2021SM35;215
Total Nacional;16 País Vasco;Total;Mujeres;2021SM36;229
Total Nacional;16 País Vasco;Total;Mujeres;2021SM37;196
Total Nacional;16 País Vasco;Total;Mujeres;2021SM38;232
Total Nacional;16 País Vasco;Total;Mujeres;2021SM39;197
Total Nacional;16 País Vasco;Total;Mujeres;2021SM40;194
Total Nacional;16 País Vasco;Total;Mujeres;2021SM41;211
Total Nacional;16 País Vasco;Total;Mujeres;2021SM42;220
Total Nacional;16 País Vasco;Total;Mujeres;2021SM43;224
Total Nacional;16 País Vasco;Total;Mujeres;2021SM44;221
Total Nacional;16 País Vasco;Total;Mujeres;2021SM45;221
Total Nacional;16 País Vasco;Total;Mujeres;2021SM46;206
